1605744000,4.679100,4.756700,4.539900,4.850000,7976959.2,95474
1605830400,4.755700,5.230000,4.740400,5.471400,17934442.2,185979
1605916800,5.230100,5.782400,5.128500,5.813700,14938158.7,151182
1606003200,5.782200,5.524000,5.170200,5.845300,12275138.2,137667
1606089600,5.516000,5.909300,5.415000,5.960000,14908169.2,146594
1606176000,5.906300,5.733400,5.605000,6.085700,15057227.5,156208
1606262400,5.730500,5.301800,5.130000,5.832800,10948123.7,113617
1606348800,5.300000,4.809000,4.434200,5.377100,20179716.5,194440
1606435200,4.809100,4.815100,4.496900,5.075200,8464913.5,81406
1606521600,4.814800,4.893900,4.670000,4.954500,5004579.8,53608
1606608000,4.892500,5.192000,4.800000,5.205900,5392526.0,57283
1606694400,5.192000,5.376700,5.133300,5.447600,9070457.9,91832
1606780800,5.378000,5.080600,4.920000,5.542900,10943827.4,105453
1606867200,5.082400,5.464500,4.999400,5.545900,7081941.5,72993
1606953600,5.458300,5.399700,5.321000,5.567900,5002283.0,52938
1607040000,5.398200,5.000000,4.955300,5.433600,5569105.1,56262
1607126400,5.000000,5.180600,4.876700,5.192500,4496795.3,53852
1607212800,5.181700,5.126800,5.000000,5.206800,2749760.5,34027
1607299200,5.129300,5.056900,5.010700,5.156400,2453405.2,31998
1607385600,5.056800,4.739900,4.700000,5.071100,5044001.2,58067
1607472000,4.737800,4.872800,4.616700,4.939200,5290274.9,60544
1607558400,4.873200,4.800300,4.700000,4.916700,2575244.6,32212
1607644800,4.802600,4.612000,4.540000,4.815300,3915723.7,45448
1607731200,4.610200,4.738500,4.607000,4.798900,2757351.2,33548
1607817600,4.738100,4.895700,4.725000,5.100000,3939252.4,44038
1607904000,4.896600,4.896900,4.826400,5.009400,2543847.2,33439
1607990400,4.897800,5.239100,4.844500,5.291100,5957058.7,68649
1608076800,5.240000,5.364700,5.115000,5.374000,7988631.3,90080
1608163200,5.363400,5.345500,5.267000,5.749800,11536864.7,129298
1608249600,5.342700,5.354900,5.245000,5.509700,5673141.0,71122
1608336000,5.359200,5.335800,5.276600,5.577000,5524007.4,64229
1608422400,5.336400,5.186800,5.072300,5.437400,6165711.0,72651
1608508800,5.186600,4.870200,4.773200,5.448300,7796555.0,89964
1608595200,4.870700,5.155000,4.797400,5.210000,8558735.4,110057
1608681600,5.152500,4.714900,4.585900,5.191100,8098117.2,101484
1608768000,4.714900,5.111600,4.629800,5.201300,8292422.0,103192
1608854400,5.110200,5.209900,5.040700,5.288100,5278806.0,67374
1608940800,5.212400,5.192400,5.081000,5.293800,4830448.2,60999
1609027200,5.194600,5.145500,4.932500,5.469100,12600497.8,132592
1609113600,5.146200,6.598200,5.108000,6.700000,28565820.4,281205
1609200000,6.593100,7.540200,6.120000,7.700000,43059737.7,418143
1609286400,7.547300,7.228200,7.055000,7.678000,29271542.3,308892
1609372800,7.228400,9.261900,7.120600,9.510000,39283522.9,484632
1609459200,9.262000,8.277600,8.072900,9.428000,40444969.8,520258
1609545600,8.277500,9.203700,7.890000,9.890000,41542040.6,479088
1609632000,9.205600,10.130700,8.844800,10.500000,37224723.4,472481
1609718400,10.145300,9.512600,8.700000,10.516900,35233997.1,420445
1609804800,9.514700,9.708400,9.010000,10.044100,20433615.0,272399
1609891200,9.712600,10.067900,9.461100,10.445200,24556008.8,315659
1609977600,10.067900,9.643900,9.380000,10.680000,23807905.1,315431
1610064000,9.643200,9.299800,8.778800,9.814000,18487740.4,248030
1610150400,9.295900,9.735400,9.041800,9.815000,11628693.5,161829
1610236800,9.735400,9.291100,8.605400,9.988900,13493639.6,198534
1610323200,9.296200,8.269100,7.164200,9.320000,39051182.1,473544
1610409600,8.273600,8.307800,7.920100,8.724300,17770135.5,227882
1610496000,8.307200,10.948600,7.983300,11.440700,33973317.5,551910
1610582400,10.941700,14.486700,10.880100,14.680000,50546604.1,736622
1610668800,14.486200,13.167900,11.761900,14.959900,56797246.6,1022818
1610755200,13.163800,17.989300,13.156700,19.400000,80460090.2,1337608
1610841600,17.984900,17.083200,16.280000,18.267700,50659218.4,1018291
1610928000,17.089700,16.589800,15.700000,18.221000,26097571.2,531721
1611014400,16.578600,16.393300,15.887000,17.490000,23747474.4,529473
1611100800,16.395100,17.980800,14.790000,18.207800,33656669.5,700130
1611187200,17.979800,15.981800,14.982000,18.150000,38757498.2,853936
1611273600,15.983700,17.120700,14.711100,18.017800,31458042.1,739801
1611360000,17.124300,18.744600,16.795100,18.800000,24293114.7,606449
1611446400,18.744700,17.974500,17.220000,18.764600,15685459.6,486345
1611532800,17.975700,17.207000,17.069000,19.100000,19765645.6,463645
1611619200,17.207500,17.101300,16.000000,17.784400,14031585.4,313658
1611705600,17.111500,15.430000,15.031600,17.127000,18777450.0,426885
1611792000,15.435000,16.864300,15.258300,17.493800,18773126.1,418526
1611878400,16.871600,16.796800,15.938900,17.752200,24085491.7,511449
1611964800,16.799500,16.534900,16.132700,17.080800,10071916.9,307140
1612051200,16.542300,16.112800,15.643800,17.533200,13322271.4,301992
1612137600,16.115300,16.438500,15.580700,16.561500,10427226.8,240031
1612224000,16.440100,17.176500,15.981300,17.670000,17507006.9,370905
1612310400,17.176600,20.853800,16.800000,20.932200,28799999.0,562627
1612396800,20.858800,19.667700,18.570000,21.732100,25501882.4,659752
1612483200,19.668200,20.840000,19.347200,21.400000,17350792.1,465603
1612569600,20.825900,20.373400,19.842500,21.399000,11925117.1,349646
1612656000,20.369000,19.734500,18.460000,20.803100,15159822.5,415359
1612742400,19.736500,22.985300,19.182800,23.696900,25522324.9,674025
